Symbol;Name;LastSale;MarketCap;ADR TSO;IPOyear;Sector;industry;Summary Quote
ARMK;ARAMARK Holdings Corporation;24.45;5619523085.25;n/a;2013;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/armk
ABR;Arbor Realty Trust;6.87;337566435.96;n/a;2004;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/abr
ABR^A;Arbor Realty Trust;25.0471;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/abr^a
ABR^B;Arbor Realty Trust;22.86;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/abr^b
ARC;ARC Document Solutions, Inc.;7.08;328200607.44;n/a;2004;Consumer Services;Professional Services;http://www.nasdaq.com/symbol/arc
ARCX;Arc Logistic Partners LP;21.08;272965573.48;n/a;2013;Energy;Oil Refining/Marketing;http://www.nasdaq.com/symbol/arcx
MT;ArcelorMittal;16.85;26100650000;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/mt
MTCN;ArcelorMittal;24.85;0;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/mtcn
ARH^C;Arch Capital Group Ltd.;24.8;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/arh^c
ACI;Arch Coal, Inc.;4.2;891575995.8;n/a;n/a;Energy;Coal Mining;http://www.nasdaq.com/symbol/aci
ADM;Archer-Daniels-Midland Company;40.07;26364861105.6;n/a;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/adm
ARCO;Arcos Dorados Holdings Inc.;9.09;1907694902.34;n/a;2011;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/arco
ASC;Ardmore Shipping Corporation;14.43;260461500;n/a;2013;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/asc
AFC;Ares Capital Corporation;23.9917;191933600;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/afc
ARN;Ares Capital Corporation;26.38;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/arn
ARU;Ares Capital Corporation;25.28;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/aru
ARY;Ares Capital Corporation;25.4589;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ary
ACRE;Ares Commercial Real Estate Corporation;13.29;378453960.84;n/a;2012;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/acre
ARDC;Ares Dynamic Credit Allocation Fund, Inc.;18.41;315980679.35;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/ardc
ARMF;Ares Multi-Strategy Credit Fund, Inc.;21.57;0;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/armf
AGX;Argan, Inc.;30.18;428466999.18;n/a;n/a;Basic Industries;Engineering & Construction;http://www.nasdaq.com/symbol/agx
AI;Arlington Asset Investment Corp;26.26;435969045.2;n/a;n/a;Finance;Finance/Investors Services;http://www.nasdaq.com/symbol/ai
AIW;Arlington Asset Investment Corp;21.7;0;n/a;n/a;Finance;Finance/Investors Services;http://www.nasdaq.com/symbol/aiw
AHH;Armada Hoffler Properties, Inc.;9.29;178030057.67;n/a;2013;Finance;Real Estate;http://www.nasdaq.com/symbol/ahh
ARR;ARMOUR Residential REIT, Inc.;4.09;1517002030.78;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/arr
ARR^A;ARMOUR Residential REIT, Inc.;23.06;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/arr^a
ARR^B;ARMOUR Residential REIT, Inc.;21.65;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/arr^b
AWI;Armstrong World Industries Inc;57.59;3118723964.85;n/a;n/a;Consumer Non-Durables;Plastic Products;http://www.nasdaq.com/symbol/awi
ARW;Arrow Electronics, Inc.;52.07;5245620995.91;n/a;n/a;Consumer Non-Durables;Electronic Components;http://www.nasdaq.com/symbol/arw
AJG;Arthur J. Gallagher & Co.;47.44;6240162720;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/ajg
APAM;Artisan Partners Asset Management Inc.;66.83;4697205293.57;n/a;2013;Finance;Investment Managers;http://www.nasdaq.com/symbol/apam
ASA;ASA Gold and Precious Metals Limited;13.14;253469351.7;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/asa
ABG;Asbury Automotive Group Inc;46.86;1450669106.04;n/a;2002;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/abg
AHP;Ashford Hospitality Prime, Inc.;16.42;264840019.04;n/a;2013;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/ahp
AHT;Ashford Hospitality Trust Inc;8.75;704948676.25;n/a;2003;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/aht
AHT^A;Ashford Hospitality Trust Inc;25.2874;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/aht^a
AHT^D;Ashford Hospitality Trust Inc;25.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/aht^d
AHT^E;Ashford Hospitality Trust Inc;26.11;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/aht^e
ASH;Ashland Inc.;94.19;7321528007.01;n/a;n/a;Consumer Durables;Specialty Chemicals;http://www.nasdaq.com/symbol/ash
APB;Asia Pacific Fund, Inc. (The);9.81;101475356.13;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/apb
GRR;Asia Tigers Fund, Inc. (The);10.75;40735308.25;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/grr
GRR/WD;Asia Tigers Fund, Inc. (The);n/a;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/grr/wd
AHL;Aspen Insurance Holdings Limited;39.1;2565894411.8;n/a;2003;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/ahl
AHL^A;Aspen Insurance Holdings Limited;25.94;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ahl^a
AHL^B;Aspen Insurance Holdings Limited;25.33;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ahl^b
AHL^C;Aspen Insurance Holdings Limited;24.2;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ahl^c
ABW^B;Associated Banc-Corp;27.75;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/abw^b
AEC;Associated Estates Realty Corporation;16.01;920607916.56;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/aec
AIZ;Assurant, Inc.;65.53;4765141864.56;n/a;2004;Finance;Accident &Health Insurance;http://www.nasdaq.com/symbol/aiz
AGO;Assured Guaranty Ltd.;20.8;3784953016;n/a;2004;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/ago
AGO^B;Assured Guaranty Ltd.;24.9;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ago^b
AGO^E;Assured Guaranty Ltd.;22.2099;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ago^e
AGO^F;Assured Guaranty Ltd.;19.91;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/ago^f
AF;Astoria Financial Corporation;13.69;1353463520.18;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/af
AF^C;Astoria Financial Corporation;22.74;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/af^c
AZN;Astrazeneca PLC;64.09;80572030875.83;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/azn
T;AT&T Inc.;33.7;177531600000;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/t
ATHL;ATHLON ENERGY INC.;29.15;2394062944.35;n/a;2013;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/athl
AT;Atlantic Power Corporation;3.04;365425671.52;n/a;n/a;Energy;Electric Utilities: Central;http://www.nasdaq.com/symbol/at
ATLS;Atlas Energy, L.P.;47.32;2432760286.32;n/a;n/a;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/atls
APL;Atlas Pipeline Partners, L.P.;33.82;2689125364.86;n/a;2000;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/apl
ARP;Atlas Resource Partners, L.P.;21.93;1303673981.94;n/a;2005;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/arp
ATO;Atmos Energy Corporation;46.77;4254054166.23;n/a;n/a;Public Utilities;Oil/Gas Transmission;http://www.nasdaq.com/symbol/ato
ATW;Atwood Oceanics, Inc.;48.22;3095410280.68;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/atw
AUO;AU Optronics Corp;2.8;2471572880;n/a;2002;Technology;Semiconductors;http://www.nasdaq.com/symbol/auo
AUQ;AuRico Gold Inc.;4.61;1141296828.71;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/auq
ATHM;Autohome Inc.;30.01;3119942714.36;n/a;2013;Technology;EDP Services;http://www.nasdaq.com/symbol/athm
ALV;Autoliv, Inc.;87.95;8433784424.8;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/alv
AN;AutoNation, Inc.;47.39;5772680158;n/a;n/a;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/an
AZO;AutoZone, Inc.;501.03;16889311958.49;n/a;n/a;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/azo
AVB;AvalonBay Communities, Inc.;117.53;15209921995.59;n/a;n/a;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/avb
ACP;Avenue Income Credit Strategies Fund;17.48;171401083.92;n/a;2011;n/a;n/a;http://www.nasdaq.com/symbol/acp
AVY;Avery Dennison Corporation;49.27;4760262338.26;n/a;n/a;Consumer Durables;Containers/Packaging;http://www.nasdaq.com/symbol/avy
AVG;AVG Technologies N.V.;16.61;904298761.52;n/a;2012;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/avg
AVH;Avianca Holdings S.A.;16.98;0;n/a;2013;Transportation;Air Freight/Delivery Services;http://www.nasdaq.com/symbol/avh
AVA;Avista Corporation;28.19;1692419886.01;n/a;n/a;Public Utilities;Power Generation;http://www.nasdaq.com/symbol/ava
AVIV;Aviv REIT, Inc.;24.55;923147954.4;n/a;2013;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/aviv
AV;Aviva plc;15.34;22286818234.46;n/a;n/a;Finance;Life Insurance;http://www.nasdaq.com/symbol/av
AVV;Aviva plc;27.75;0;n/a;2011;Finance;Life Insurance;http://www.nasdaq.com/symbol/avv
AVT;Avnet, Inc.;41.32;5715562265.96;n/a;n/a;Consumer Non-Durables;Electronic Components;http://www.nasdaq.com/symbol/avt
AVP;Avon Products, Inc.;15.65;6788488183.45;n/a;n/a;Consumer Non-Durables;Package Goods/Cosmetics;http://www.nasdaq.com/symbol/avp
AVX;AVX Corporation;13.24;2230904079.88;n/a;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/avx
AXLL;Axiall Corporation;40.16;2806508830.08;n/a;n/a;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/axll
AXS;Axis Capital Holdings Limited;45.11;5156593343.85;n/a;2003;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/axs
AXS^C;Axis Capital Holdings Limited;24.88;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/axs^c
AXS^D;Axis Capital Holdings Limited;19.77;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/axs^d
AZZ;AZZ Incorporated;42.89;1095336185.85;n/a;n/a;Consumer Durables;Building Products;http://www.nasdaq.com/symbol/azz
BGS;B&G Foods, Inc.;33.27;1778145425.7;n/a;n/a;Consumer Non-Durables;Packaged Foods;http://www.nasdaq.com/symbol/bgs
BWC;Babcock & Wilcox Company (The);33.5;3711725663.5;n/a;n/a;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/bwc
MCI;Babson Capital Corporate Investors;15.49;298022534.77;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/mci
BGH;Babson Capital Global Short Duration High Yield Fund;23.5;471359451.5;n/a;2012;n/a;n/a;http://www.nasdaq.com/symbol/bgh
MPV;Babson Capital Participation Investors;14.13;143889308.37;n/a;1988;Consumer Services;Miscellaneous;http://www.nasdaq.com/symbol/mpv
BMI;Badger Meter, Inc.;52.14;749636384.64;n/a;n/a;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/bmi
BHI;Baker Hughes Incorporated;56.24;24927014605.28;n/a;n/a;Energy;Metal Fabrications;http://www.nasdaq.com/symbol/bhi
BBN;BalckRock Build America Bond Trust;19.52;1114657372.48;n/a;2010;n/a;n/a;http://www.nasdaq.com/symbol/bbn
BLL;Ball Corporation;48.27;6981458851.92;n/a;n/a;Consumer Durables;Containers/Packaging;http://www.nasdaq.com/symbol/bll
BYI;Bally Technologies, Inc.;73.86;2878398060;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/byi
BALT;Baltic Trading Limited;5.35;301383513.45;n/a;2010;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/balt
BGE^B;Baltimore Gas & Electric Company;24.71;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bge^b
BBVA;Banco Bilbao Viscaya Argentaria S.A.;12.03;68863647686.73;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bbva
BBD;Banco Bradesco Sa;10.98;46080261845.82;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bbd
BBDO;Banco Bradesco Sa;12.19;46538606316.39;n/a;n/a;Capital Goods;Miscellaneous;http://www.nasdaq.com/symbol/bbdo
BCH;Banco De Chile;74.95;11639110366.7;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bch
BLX;Banco Latinoamericano de Comercio Exterior, S.A.;25.83;993909315.42;n/a;1992;Finance;Commercial Banks;http://www.nasdaq.com/symbol/blx
BSBR;Banco Santander Brasil SA;4.95;18729937234.8;n/a;2009;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bsbr
BSAC;Banco Santander Chile;20.51;9663599277.5;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bsac
SAN;Banco Santander, S.A.;8.79;82934592103.41;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/san
SAN^A;Banco Santander, S.A.;24.88;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/san^a
SAN^B;Banco Santander, S.A.;19.52;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/san^b
SAN^C;Banco Santander, S.A.;24.632;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/san^c
SAN^E;Banco Santander, S.A.;26.5;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/san^e
SAN^F;Banco Santander, S.A.;1070;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/san^f
SAN^I;Banco Santander, S.A.;24.33;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/san^i
CIB;BanColombia S.A.;45.69;5822100610.74;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/cib
BXS;BancorpSouth, Inc.;24.6;2342252936.4;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bxs
BAC;Bank of America Corporation;16.73;178444420866.39;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bac
BAC/WS/A;Bank of America Corporation;7.1;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bac/ws/a
BAC/WS/B;Bank of America Corporation;0.9;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bac/ws/b
BAC^D;Bank of America Corporation;24.62;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bac^d
BAC^E;Bank of America Corporation;20.21;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bac^e
BAC^I;Bank of America Corporation;25.55;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bac^i
BAC^L;Bank of America Corporation;1113;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bac^l
BAC^Z;Bank of America Corporation;25.18;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bac^z
BML^G;Bank of America Corporation;17.91;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bml^g
BML^H;Bank of America Corporation;17.73;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bml^h
BML^I;Bank of America Corporation;24.31;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bml^i
BML^J;Bank of America Corporation;20.05;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bml^j
BML^L;Bank of America Corporation;19.97;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bml^l
BOH;Bank of Hawaii Corporation;58.62;2609900157;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/boh
BMO;Bank Of Montreal;63.23;40753693802.17;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bmo
BK;Bank Of New York Mellon Corporation (The);32.22;37005364373.22;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bk
BK^C;Bank Of New York Mellon Corporation (The);21.48;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bk^c
BNS;Bank of Nova Scotia (The);55.5;67140842838;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bns
RATE;Bankrate, Inc.;16.11;1634734105.83;n/a;2011;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/rate
BKU;BankUnited, Inc.;31.91;3220577155.63;n/a;2011;Finance;Savings Institutions;http://www.nasdaq.com/symbol/bku
BCS;Barclays PLC;18.32;58938326554.16;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bcs
BCS^;Barclays PLC;25;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bcs^
BCS^A;Barclays PLC;25.29;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bcs^a
BCS^C;Barclays PLC;25.48;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bcs^c
BCS^D;Barclays PLC;25.52;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bcs^d
BKS;Barnes & Noble, Inc.;14.57;872371537.85;n/a;n/a;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/bks
B;Barnes Group, Inc.;37.86;1997196815.46;n/a;n/a;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/b
CUDA;Barracuda Networks, Inc.;33.35;1696324071.5;n/a;2013;Technology;Computer peripheral equipment;http://www.nasdaq.com/symbol/cuda
ABX;Barrick Gold Corporation;18.8;21895465608.8;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/abx
BAS;Basic Energy Services, Inc.;17.1;721615605.3;n/a;2005;Energy;Oilfield Services/Equipment;http://www.nasdaq.com/symbol/bas
BAX;Baxter International Inc.;68.5;37174785805.5;n/a;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/bax
BTE;Baytex Energy Corp;36.85;4620699511.45;n/a;n/a;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/bte
BBT;BB&T Corporation;37.88;26702558696.96;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/bbt
BBT^D;BB&T Corporation;22.44;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bbt^d
BBT^E;BB&T Corporation;21.4446;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bbt^e
BBT^F;BB&T Corporation;20.01;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bbt^f
BBT^G;BB&T Corporation;19.98;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bbt^g
BFR;BBVA Banco Frances S.A.;6.62;1184710453.46;n/a;n/a;Finance;Commercial Banks;http://www.nasdaq.com/symbol/bfr
BBX;BBX Capital Corporation;14.55;238665585.15;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/bbx
BCE;BCE, Inc.;41.06;31858148349.36;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/bce
BEAM;Beam Inc.;83.42;13654503763.88;n/a;n/a;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/beam
TZF;Bear Stearns Depositor, Inc.;28.6004;0;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/tzf
BZH;Beazer Homes USA, Inc.;22.57;572345339.89;n/a;1994;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/bzh
BZT;Beazer Homes USA, Inc.;33.974;0;n/a;n/a;Capital Goods;Homebuilding;http://www.nasdaq.com/symbol/bzt
BDX;Becton, Dickinson and Company;108.21;20990258961.12;n/a;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/bdx
BDC;Belden Inc;66.13;2873596950.41;n/a;n/a;Basic Industries;Telecommunications Equipment;http://www.nasdaq.com/symbol/bdc
BMS;Bemis Company, Inc.;37.8;3891153999.6;n/a;n/a;Consumer Durables;Containers/Packaging;http://www.nasdaq.com/symbol/bms
BHE;Benchmark Electronics, Inc.;23.29;1257849813.5;n/a;n/a;Technology;Electrical Products;http://www.nasdaq.com/symbol/bhe
BRK/A;Berkshire Hathaway Inc.;169212;0;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/brk/a
BRK/B;Berkshire Hathaway Inc.;112.01;0;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/brk/b
BHLB;Berkshire Hills Bancorp, Inc.;24.88;622926133.12;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/bhlb
BBY;Best Buy Co., Inc.;24.72;8553308984.4;n/a;n/a;Consumer Services;Consumer Electronics/Video Chains;http://www.nasdaq.com/symbol/bby
BGCA;BGC Partners, Inc.;25.89;0;n/a;2012;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/bgca
BHP;BHP Billiton Limited;64.22;171720316277.38;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/bhp
BBL;BHP Billiton plc;59.84;160008466615.36;n/a;n/a;Energy;Coal Mining;http://www.nasdaq.com/symbol/bbl
BIG;Big Lots, Inc.;27.49;1604921784.78;n/a;n/a;Consumer Services;Department/Specialty Retail Stores;http://www.nasdaq.com/symbol/big
BH;Biglari Holdings Inc.;445;765795605;n/a;n/a;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/bh
BBG;Bill Barrett Corporation;27.83;1363273394.67;n/a;2004;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/bbg
BIOA;BioAmber Inc.;10.97;202151375.35;n/a;2013;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/bioa
BIOA/WS;BioAmber Inc.;2.3;0;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/bioa/ws
BMR;Biomed Realty Trust;19.1;3669334520.5;n/a;2004;Consumer Services;Real Estate Investment Trusts;http://www.nasdaq.com/symbol/bmr
BIO;Bio-Rad Laboratories, Inc.;127.71;3664621464.57;n/a;n/a;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/bio
BIO/B;Bio-Rad Laboratories, Inc.;127.11;0;n/a;n/a;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/bio/b
BITA;Bitauto Holdings Limited;31.22;1315638585.8;n/a;2010;Technology;EDP Services;http://www.nasdaq.com/symbol/bita
BKH;Black Hills Corporation;53.31;2371500734.31;n/a;n/a;Public Utilities;Electric Utilities: Central;http://www.nasdaq.com/symbol/bkh
BJZ;Blackrock California Municipal 2018 Term Trust;16;102928448;n/a;2001;n/a;n/a;http://www.nasdaq.com/symbol/bjz
BFZ;BlackRock California Municipal Income Trust;14.05;447319713.1;n/a;2001;n/a;n/a;http://www.nasdaq.com/symbol/bfz
CII;Blackrock Capital and Income Strategies Fund Inc;13.42;592109188;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/cii
BHK;Blackrock Core Bond Trust;13.09;353789071.79;n/a;2001;n/a;n/a;http://www.nasdaq.com/symbol/bhk
